pptyp,dpurp,mode,deptm_hr,trexpfac,travdist,travtime,delay,source
Child Age 0-4,Escort,HOV2,17,1152,4.336357937,12.70095686,1.353231167,soundcast_2040_constrained
Child Age 0-4,Escort,HOV2,18,885,4.019660057,11.82896151,0.84098411,soundcast_2040_constrained
Child Age 0-4,Escort,HOV2,19,563,4.119019347,11.8568611,0.70977407,soundcast_2040_constrained
Child Age 0-4,Escort,HOV2,20,360,4.169301049,11.12009444,-0.124683338,soundcast_2040_constrained
Child Age 0-4,Escort,HOV2,21,169,4.377066153,11.53687925,-0.198387018,soundcast_2040_constrained
Child Age 0-4,Escort,HOV2,22,80,3.423893469,10.15227594,-0.037849063,soundcast_2040_constrained
Child Age 0-4,Escort,HOV2,23,54,2.882685786,9.345163731,-0.017428861,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,0,15,2.548060438,10.32605681,1.512723473,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,1,8,3.117290262,9.505726669,-0.026773331,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,2,5,5.214319091,11.50251658,-0.20348342,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,3,252,6.173264095,13.85997575,-0.077921077,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,4,192,4.563542894,11.30718489,-0.142450528,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,5,393,5.383036286,13.75266954,1.005621195,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,6,1532,4.710198594,13.35222771,1.54745617,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,7,2815,5.051663588,13.90036275,1.553350313,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,8,4034,5.221187645,13.91268991,1.313991349,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,9,4811,5.499719672,13.88094856,0.896882878,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,10,4333,5.479683428,13.43349215,0.517750172,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,11,3492,5.366333821,13.26643906,0.461252922,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,12,3099,5.591124038,13.63945549,0.533876274,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,13,3061,5.098614752,13.00959049,0.482187676,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,14,2777,5.232093219,13.32208272,0.640415448,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,15,2722,5.057220096,13.61299217,1.232121487,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,16,2546,4.868742472,13.66413041,1.58379263,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,17,1985,4.98467582,13.67812609,1.443798637,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,18,1492,4.873110776,13.25726641,1.141026465,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,19,953,5.117647901,13.09374872,0.615616507,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,20,665,4.992457282,12.21109894,-0.064961207,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,21,400,4.612064211,11.75360166,-0.131948342,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,22,120,3.986179853,10.79720802,-0.202791977,soundcast_2040_constrained
Child Age 0-4,Escort,HOV3+,23,77,3.909116112,10.30842568,-0.503002888,soundcast_2040_constrained
Child Age 0-4,Escort,School Bus,13,1,0.426914646,4.102382931,-1.987617069,soundcast_2040_constrained
Child Age 0-4,Escort,School Bus,15,2,9.615,21.275,0.41,soundcast_2040_constrained
Child Age 0-4,Escort,School Bus,16,2,1.907791604,9.910069021,0.165069021,soundcast_2040_constrained
Child Age 0-4,Escort,School Bus,18,1,2.017128283,7.982218873,0.882218873,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,0,6,0.582384768,11.64769536,5.969362024,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,1,2,0.732073612,14.64147225,8.111472247,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,2,1,0.906479875,18.1295975,13.3095975,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,3,29,1.717545868,34.35091735,26.66919321,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,4,34,1.241549929,24.83099858,18.03541035,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,5,70,1.61985884,32.39717679,24.59717679,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,6,204,1.133123236,22.66246471,15.67207256,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,7,303,1.299085687,25.98171373,18.82666423,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,8,456,1.633552092,32.67104184,25.11909009,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,9,698,1.55056659,31.01133181,23.39431175,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,10,843,1.353270603,27.06541206,19.70386994,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,11,691,1.497026492,29.94052985,22.40073245,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,12,646,1.444922275,28.89844549,21.4719749,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,13,634,1.291155275,25.82310551,18.59017175,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,14,579,1.437823116,28.75646233,21.44124644,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,15,574,1.401503174,28.03006348,20.75389623,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,16,518,1.281286369,25.62572738,18.53721386,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,17,389,1.395106696,27.90213391,20.63089998,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,18,307,1.135982341,22.71964682,15.78127549,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,19,168,1.285822482,25.71644964,18.54097345,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,20,133,1.117575989,22.35151978,15.4658055,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,21,63,1.161259971,23.22519941,16.07964386,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,22,33,1.102312108,22.04624216,14.88351488,soundcast_2040_constrained
Child Age 0-4,Escort,Walk,23,16,0.953507168,19.07014337,12.61889337,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,3,1,1.010466545,6.736443636,-0.453556364,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,4,1,0.402413136,2.682754242,-3.067245758,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,5,3,4.642648056,30.95098704,21.4176537,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,6,2,11.13,74.2,52.35,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,7,15,3.943922085,26.26564218,17.08364218,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,8,17,2.162591572,14.40084072,6.506134838,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,9,26,2.761347808,18.38634553,10.47942245,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,10,24,2.035107865,13.39249099,5.582907653,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,11,35,3.140776596,20.8606535,12.01008207,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,12,37,2.652481285,17.59313895,9.202868683,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,13,25,3.389047212,22.56514808,13.09594808,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,14,24,1.603395022,10.60968104,3.71176437,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,15,26,5.047697841,33.62079738,22.87733584,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,16,21,2.75188319,18.33002093,9.673830452,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,17,22,2.901134098,19.31893577,10.84029941,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,18,12,2.373785135,15.73818667,6.748186673,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,19,13,2.102747869,14.01831913,6.859857591,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,20,12,2.867610115,19.0950628,10.56672947,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,21,3,0.896252102,5.854811995,-0.268521338,soundcast_2040_constrained
Child Age 0-4,Meal,Bike,22,2,1.843800773,12.29200515,3.817005152,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,0,8,3.906723485,11.21926706,-0.328232935,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,1,5,7.818786768,16.56132284,-0.310677155,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,2,3,4.797424495,11.6803184,-0.059681605,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,3,12,8.271821675,16.79151739,-0.154315941,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,4,29,3.325996861,10.13927458,-0.340725421,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,5,56,4.195718134,11.7328702,0.463405916,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,6,248,3.359380532,11.41271246,1.363639878,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,7,443,3.614766683,11.59505471,1.319659674,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,8,609,3.589795823,11.3615053,0.974313184,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,9,845,3.562515048,10.87453149,0.607892441,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,10,959,3.520463847,10.68315865,0.411813502,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,11,967,3.859699477,11.02836806,0.490736208,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,12,953,3.877409942,11.12560444,0.510588698,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,13,1098,3.729516291,10.71988844,0.291464027,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,14,1023,3.849971103,11.14414271,0.509607031,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,15,1032,3.779831072,11.58046243,1.065094209,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,16,889,3.545656169,11.52880486,1.278186189,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,17,856,4.407770239,13.1140896,1.569159689,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,18,650,4.155538232,12.15672181,0.917506429,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,19,423,3.978093126,11.89695629,0.908516575,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,20,303,4.642644604,11.49449131,-0.162868421,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,21,170,3.877530344,10.44894602,-0.19693633,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,22,70,4.876434504,12.36974735,-0.013395508,soundcast_2040_constrained
Child Age 0-4,Meal,HOV2,23,32,4.761286533,11.68691737,0.297854867,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,0,3,2.731979419,7.958711464,-0.02462187,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,1,2,2.5221,9.955186538,0.455186538,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,3,26,5.104751156,12.98370524,0.409474472,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,4,28,2.857672578,9.182747932,-0.234394925,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,5,73,3.604068803,10.66438751,0.400003952,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,6,256,3.352951327,11.31697663,1.143148505,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,7,443,3.376835274,11.00969911,1.088615589,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,8,611,4.262822259,12.37525489,1.098773709,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,9,783,3.969834178,11.48200546,0.689106357,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,10,850,3.976079651,11.05421031,0.407480898,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,11,915,4.214538918,11.40275627,0.286963919,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,12,933,4.041341801,11.27010768,0.355616794,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,13,988,4.026155881,11.06765973,0.373145555,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,14,858,4.137406842,11.44126152,0.389816296,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,15,840,3.972014125,11.67722923,0.905324467,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,16,836,3.764298111,11.6504152,1.234302762,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,17,721,4.556970249,12.84495495,1.113956339,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,18,587,4.213989745,12.07655648,0.934580333,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,19,385,3.998915356,11.48897649,0.683366104,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,20,276,4.277307046,11.25661227,-0.088677589,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,21,143,3.938761717,10.5330166,-0.186773609,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,22,49,3.987487559,10.44151236,-0.16807948,soundcast_2040_constrained
Child Age 0-4,Meal,HOV3+,23,28,3.056123372,9.753859605,-0.135783252,soundcast_2040_constrained
Child Age 0-4,Meal,School Bus,12,1,2.976334091,12.22601882,0.156018825,soundcast_2040_constrained
Child Age 0-4,Meal,School Bus,14,1,1.324583333,6.976138889,-0.093861111,soundcast_2040_constrained
Child Age 0-4,Meal,School Bus,17,1,0.320404545,3.820208042,0.840208042,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,5,1,2.16,15.89360612,9.243606123,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,6,4,6.9975,41.16353223,26.99353223,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,7,9,10.41777778,45.37357726,26.40913281,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,8,14,7.813571429,37.11718675,20.38361532,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,9,17,4.337058824,29.1845845,17.31752567,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,10,22,4.125454545,27.05535141,14.7662605,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,11,18,3.291111111,21.02400424,9.997893131,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,12,21,4.123333333,23.54898798,11.10994036,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,13,23,4.577391304,26.25430666,12.815611,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,14,23,4.707826087,26.47810413,13.14071282,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,15,16,3.095,20.41448394,10.16198394,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,16,28,6.065,27.97798369,13.08369798,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,17,25,6.1804,32.58508962,17.15988962,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,18,14,3.043571429,20.46417638,8.959176378,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,19,9,4.567777778,35.85966507,19.48188729,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,20,8,5.07375,22.24738548,9.254885479,soundcast_2040_constrained
Child Age 0-4,Meal,Transit,21,3,3.086666667,36.23526446,26.53526446,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,0,2,1.360932289,27.21864577,20.17864577,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,1,2,0.617696628,12.35393256,6.298932563,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,3,11,2.848199737,56.96399474,47.96581292,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,4,10,1.428868683,28.57737367,21.36937367,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,5,32,2.455918863,49.11837726,40.43181476,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,6,84,1.364667191,27.29334383,20.11703431,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,7,134,1.243066521,24.86133042,17.8776737,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,8,207,1.370609393,27.41218786,20.24218786,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,9,283,1.096550584,21.93101168,15.07337918,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,10,307,1.060166356,21.20332712,14.29033038,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,11,338,1.100249518,22.00499035,14.95144006,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,12,319,1.045442607,20.90885215,14.27317817,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,13,353,1.072747176,21.45494351,14.73587836,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,14,317,1.054594821,21.09189642,14.36899421,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,15,288,1.158816877,23.17633754,16.27685837,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,16,262,0.939176273,18.78352545,12.25115904,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,17,277,1.060793404,21.21586807,14.47124714,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,18,201,1.080912439,21.61824878,14.94392042,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,19,143,1.082434133,21.64868267,14.90196938,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,20,130,0.915468064,18.30936129,11.88943821,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,21,47,1.02561534,20.5123068,14.13847701,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,22,19,0.920495329,18.40990658,12.20359079,soundcast_2040_constrained
Child Age 0-4,Meal,Walk,23,13,1.30611746,26.12234921,19.14927228,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,0,10,2.411812014,16.0644412,7.207441205,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,1,9,3.922452771,26.14968514,16.10857403,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,2,6,4.602457412,30.68304942,19.38138275,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,3,3,1.054949872,6.82803282,2.05803282,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,4,10,4.131866708,27.46116946,17.61416946,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,5,9,1.995276911,13.30184607,5.358512741,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,6,49,4.061714955,26.83287707,16.19818319,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,7,119,4.748881967,31.62316991,20.880901,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,8,253,4.741409893,31.4891244,20.40149594,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,9,395,4.782584489,31.80317322,21.05894537,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,10,402,4.367126438,29.06725304,18.5466809,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,11,385,4.247879546,28.25112371,17.80146137,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,12,436,3.794028847,25.19618063,15.17065311,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,13,436,3.80663822,25.31387155,15.32256421,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,14,440,3.970414298,26.42529671,16.5224558,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,15,546,4.0345288,26.83417529,16.74505441,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,16,454,3.53754987,23.51555212,13.97689573,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,17,393,3.62478109,24.06487346,14.35935183,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,18,349,3.451542329,22.88985949,13.33851278,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,19,351,3.645046239,24.21838504,14.53667563,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,20,305,3.77536282,25.05387765,15.28479568,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,21,151,3.315893568,22.05287999,13.03864158,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,22,109,3.654612875,24.27586649,14.4822885,soundcast_2040_constrained
Child Age 0-4,None/Home,Bike,23,88,3.594892339,23.91319697,14.46342425,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,0,228,4.577791827,11.6294577,0.100027873,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,1,127,6.30120672,14.32119519,-0.013135519,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,2,91,4.979071434,12.51240954,-0.251326723,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,3,93,5.767220251,13.62671198,-0.146836404,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,4,209,5.519216713,13.04791685,0.021361828,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,5,215,5.572137344,13.15973367,-0.135196559,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,6,427,6.08353102,15.06777052,1.159222512,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,7,1582,5.498701936,15.29390125,2.124299483,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,8,3259,5.354145335,14.42221619,1.489715427,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,9,4964,5.516289064,14.29532474,1.220572521,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,10,8206,5.254028098,13.38232366,0.656755778,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,11,8866,5.196283519,13.24490907,0.615147056,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,12,8725,4.991541081,12.89260033,0.548664514,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,13,9757,5.059451061,13.03453707,0.593888309,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,14,9396,4.972575949,12.99994065,0.667867423,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,15,12778,4.892363476,13.40389125,1.191923026,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,16,11014,4.478709072,13.5080006,1.867060891,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,17,9754,4.503325318,13.76183403,2.068400571,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,18,8444,4.727934759,13.4028088,1.367551814,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,19,8214,5.022577355,13.92874503,1.533528324,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,20,6887,5.237727654,12.67904359,-0.019247398,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,21,3429,5.245950493,12.63733874,-0.053781119,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,22,2471,5.102366986,12.43600363,-0.125420892,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV2,23,1744,5.272165905,12.62207229,-0.137663945,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,0,241,4.696945479,11.8786029,-0.0740527,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,1,142,6.168425152,13.6814822,-0.128517797,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,2,105,6.432283397,14.4474093,-0.038304985,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,3,149,6.464920691,14.36953339,-0.180735065,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,4,228,6.162700492,13.49216141,-0.174680695,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,5,218,5.849613973,13.23706963,-0.128756062,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,6,510,6.6552846,15.2430268,0.749909155,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,7,1995,5.689822727,15.0337988,1.752505568,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,8,4051,5.905382811,14.90524859,1.32668034,soundcast_2040_constrained
Child Age 0-4,None/Home,HOV3+,9,6087,6.018657044,14.95130639,1.240374898,soundcast_2040_constrained
