pptyp,dpurp,mode,deptm_hr,trexpfac,travdist,travtime,delay,source
Non-Working Adult Age 65+,Shop,Bike,3,7,9.117725372,60.78483582,46.20340724,soundcast
Non-Working Adult Age 65+,Shop,Bike,4,8,2.559385206,16.98966716,9.422167159,soundcast
Non-Working Adult Age 65+,Shop,Bike,5,10,4.787489668,31.91659779,20.55259779,soundcast
Non-Working Adult Age 65+,Shop,Bike,6,37,6.483903687,43.22602458,30.44197053,soundcast
Non-Working Adult Age 65+,Shop,Bike,7,89,4.730327569,31.48016728,20.44803245,soundcast
Non-Working Adult Age 65+,Shop,Bike,8,133,4.453880287,29.62688153,18.76996423,soundcast
Non-Working Adult Age 65+,Shop,Bike,9,195,4.231451239,28.12628138,17.82089676,soundcast
Non-Working Adult Age 65+,Shop,Bike,10,193,4.11494139,27.39517961,17.44507598,soundcast
Non-Working Adult Age 65+,Shop,Bike,11,189,4.419296482,29.36197187,18.54467028,soundcast
Non-Working Adult Age 65+,Shop,Bike,12,170,4.076492302,27.06994051,16.64029345,soundcast
Non-Working Adult Age 65+,Shop,Bike,13,179,3.634652725,24.11810693,14.49743654,soundcast
Non-Working Adult Age 65+,Shop,Bike,14,161,3.615953968,24.06778851,14.17232268,soundcast
Non-Working Adult Age 65+,Shop,Bike,15,140,3.647584901,24.30054797,14.64354797,soundcast
Non-Working Adult Age 65+,Shop,Bike,16,152,3.456414719,22.95050586,13.06037428,soundcast
Non-Working Adult Age 65+,Shop,Bike,17,98,3.771232737,25.02733673,15.31682653,soundcast
Non-Working Adult Age 65+,Shop,Bike,18,77,3.115172623,20.68830155,11.38609375,soundcast
Non-Working Adult Age 65+,Shop,Bike,19,53,3.096317844,20.57589302,11.27928925,soundcast
Non-Working Adult Age 65+,Shop,Bike,20,39,2.874650274,19.13594873,8.593897451,soundcast
Non-Working Adult Age 65+,Shop,Bike,21,11,3.856705964,25.71137309,13.10410036,soundcast
Non-Working Adult Age 65+,Shop,Bike,22,3,0.370529721,2.452858072,-3.570475261,soundcast
Non-Working Adult Age 65+,Shop,Bike,23,4,2.347423875,15.6494925,7.3869925,soundcast
Non-Working Adult Age 65+,Shop,HOV2,0,15,6.523709116,14.20716231,-0.036837694,soundcast
Non-Working Adult Age 65+,Shop,HOV2,1,5,4.945378409,11.97312505,-0.096874952,soundcast
Non-Working Adult Age 65+,Shop,HOV2,2,5,8.626257576,17.02289773,-0.161102273,soundcast
Non-Working Adult Age 65+,Shop,HOV2,3,142,5.539958955,12.70452845,-0.296175779,soundcast
Non-Working Adult Age 65+,Shop,HOV2,4,150,6.570729347,13.38702531,-0.190308023,soundcast
Non-Working Adult Age 65+,Shop,HOV2,5,245,6.727848759,16.38666098,1.906742617,soundcast
Non-Working Adult Age 65+,Shop,HOV2,6,914,7.380436352,17.74148584,2.5567703,soundcast
Non-Working Adult Age 65+,Shop,HOV2,7,2588,6.503989548,16.23305967,1.992538034,soundcast
Non-Working Adult Age 65+,Shop,HOV2,8,4620,5.969421966,14.73919924,1.227125645,soundcast
Non-Working Adult Age 65+,Shop,HOV2,9,6454,5.699610013,13.74464941,0.743868498,soundcast
Non-Working Adult Age 65+,Shop,HOV2,10,7032,5.46580066,13.06575154,0.413760639,soundcast
Non-Working Adult Age 65+,Shop,HOV2,11,6296,5.365687894,12.95797492,0.347060057,soundcast
Non-Working Adult Age 65+,Shop,HOV2,12,5825,5.756039762,13.5850829,0.47465543,soundcast
Non-Working Adult Age 65+,Shop,HOV2,13,6038,5.44464509,13.03671274,0.384914128,soundcast
Non-Working Adult Age 65+,Shop,HOV2,14,5214,5.599418171,13.40025679,0.508599713,soundcast
Non-Working Adult Age 65+,Shop,HOV2,15,5140,5.611570709,14.0148269,1.089151806,soundcast
Non-Working Adult Age 65+,Shop,HOV2,16,4526,5.122272705,13.67938795,1.365676068,soundcast
Non-Working Adult Age 65+,Shop,HOV2,17,3417,5.607615286,14.43782777,1.437903861,soundcast
Non-Working Adult Age 65+,Shop,HOV2,18,2767,5.787421697,14.27373475,0.987898099,soundcast
Non-Working Adult Age 65+,Shop,HOV2,19,1911,5.530058184,13.53078571,0.687881467,soundcast
Non-Working Adult Age 65+,Shop,HOV2,20,1137,5.975045593,13.1665965,-0.062937363,soundcast
Non-Working Adult Age 65+,Shop,HOV2,21,378,5.325144359,12.42146083,-0.125867208,soundcast
Non-Working Adult Age 65+,Shop,HOV2,22,129,6.281065233,13.50531545,-0.169490752,soundcast
Non-Working Adult Age 65+,Shop,HOV2,23,75,5.461849279,12.38660877,-0.257124564,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,0,3,3.903089057,9.010718297,-0.36594837,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,1,2,11.07,18.305,-0.585,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,3,56,9.029487114,17.03465365,-0.886417778,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,4,45,5.789837149,12.95442629,0.31620407,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,5,72,5.073028272,13.16973227,0.881815599,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,6,266,7.222126371,18.0385915,2.679568947,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,7,740,6.666834918,16.29839241,2.019784299,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,8,1330,6.14226272,15.1422893,1.304168998,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,9,1817,5.898878285,14.16518577,0.78582419,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,10,2016,5.655453168,13.53175316,0.432730339,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,11,1870,5.832793718,13.67802617,0.445229376,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,12,1632,5.954573407,13.81666804,0.458929071,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,13,1754,5.609897584,13.38886302,0.411964506,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,14,1490,6.045057727,14.07172088,0.612841686,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,15,1428,5.815844535,14.5459057,1.339722225,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,16,1305,5.292876836,14.02695808,1.552919764,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,17,1085,5.74358399,14.68517471,1.46448347,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,18,834,5.958595988,14.47837968,1.01429095,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,19,555,5.784352065,14.02841022,0.764302115,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,20,297,5.635560182,12.76680788,-0.215043975,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,21,98,6.940737509,15.14117978,0.078424683,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,22,44,4.669899311,11.39784095,-0.233295413,soundcast
Non-Working Adult Age 65+,Shop,HOV3+,23,20,6.75281452,13.26289195,-0.413108053,soundcast
Non-Working Adult Age 65+,Shop,SOV,0,17,5.814311921,13.33882549,-0.248821566,soundcast
Non-Working Adult Age 65+,Shop,SOV,1,20,6.805748194,14.99169665,-0.106303349,soundcast
Non-Working Adult Age 65+,Shop,SOV,2,3,2.466300547,9.663059092,-0.366940908,soundcast
Non-Working Adult Age 65+,Shop,SOV,3,235,5.142117453,12.76214052,-0.01122118,soundcast
Non-Working Adult Age 65+,Shop,SOV,4,238,5.002941543,12.11236884,0.03972178,soundcast
Non-Working Adult Age 65+,Shop,SOV,5,377,6.608554053,15.4332005,1.036489622,soundcast
Non-Working Adult Age 65+,Shop,SOV,6,1591,6.997352104,17.80278149,2.841870114,soundcast
Non-Working Adult Age 65+,Shop,SOV,7,4555,5.665179877,15.10136891,1.821059362,soundcast
Non-Working Adult Age 65+,Shop,SOV,8,8370,5.240720852,13.83069633,1.174526672,soundcast
Non-Working Adult Age 65+,Shop,SOV,9,12190,4.946053303,12.79979827,0.681703108,soundcast
Non-Working Adult Age 65+,Shop,SOV,10,13230,4.784381704,12.13716705,0.317941051,soundcast
Non-Working Adult Age 65+,Shop,SOV,11,11759,4.81988634,12.18835783,0.33908663,soundcast
Non-Working Adult Age 65+,Shop,SOV,12,10601,4.961191522,12.54976012,0.402208006,soundcast
Non-Working Adult Age 65+,Shop,SOV,13,11479,4.733121954,12.17078479,0.355016869,soundcast
Non-Working Adult Age 65+,Shop,SOV,14,10149,4.817655655,12.39110506,0.471030174,soundcast
Non-Working Adult Age 65+,Shop,SOV,15,9807,4.827834962,12.88064974,0.914322627,soundcast
Non-Working Adult Age 65+,Shop,SOV,16,8967,4.572274727,12.86801064,1.288204686,soundcast
Non-Working Adult Age 65+,Shop,SOV,17,6805,4.818593925,13.15339931,1.139865141,soundcast
Non-Working Adult Age 65+,Shop,SOV,18,5647,4.770820807,12.72033705,0.737032641,soundcast
Non-Working Adult Age 65+,Shop,SOV,19,3690,4.709781047,12.36567373,0.542204894,soundcast
Non-Working Adult Age 65+,Shop,SOV,20,2198,4.833918266,11.78187161,-0.044220291,soundcast
Non-Working Adult Age 65+,Shop,SOV,21,830,4.591270457,11.4835136,-0.230353874,soundcast
Non-Working Adult Age 65+,Shop,SOV,22,245,4.686305333,11.75693046,-0.029110357,soundcast
Non-Working Adult Age 65+,Shop,SOV,23,151,4.431380066,11.08383472,-0.079873885,soundcast
Non-Working Adult Age 65+,Shop,Transit,4,18,6.001666667,43.164475,28.054475,soundcast
Non-Working Adult Age 65+,Shop,Transit,5,47,5.257659574,38.07839702,24.50946085,soundcast
Non-Working Adult Age 65+,Shop,Transit,6,167,6.929221557,42.06444832,26.57828066,soundcast
Non-Working Adult Age 65+,Shop,Transit,7,352,5.776420455,36.0955952,21.79539634,soundcast
Non-Working Adult Age 65+,Shop,Transit,8,611,5.065400982,33.99328215,20.5281103,soundcast
Non-Working Adult Age 65+,Shop,Transit,9,714,4.577955182,30.81286292,17.7660702,soundcast
Non-Working Adult Age 65+,Shop,Transit,10,687,4.44860262,30.08241389,17.34276323,soundcast
Non-Working Adult Age 65+,Shop,Transit,11,627,4.238692185,29.84251861,17.45079612,soundcast
Non-Working Adult Age 65+,Shop,Transit,12,644,4.450139752,29.59661953,16.94697668,soundcast
Non-Working Adult Age 65+,Shop,Transit,13,636,4.316808176,29.07945774,16.66286969,soundcast
Non-Working Adult Age 65+,Shop,Transit,14,612,4.700081699,29.93361604,16.81822389,soundcast
Non-Working Adult Age 65+,Shop,Transit,15,537,4.790726257,29.42755418,16.49060818,soundcast
Non-Working Adult Age 65+,Shop,Transit,16,505,4.034,27.0186947,14.74037787,soundcast
Non-Working Adult Age 65+,Shop,Transit,17,437,4.629542334,31.39194906,18.25462641,soundcast
Non-Working Adult Age 65+,Shop,Transit,18,358,4.55301676,29.5019739,16.63085658,soundcast
Non-Working Adult Age 65+,Shop,Transit,19,198,3.929545455,27.93900453,16.27743887,soundcast
Non-Working Adult Age 65+,Shop,Transit,20,104,3.996057692,29.36739768,17.30989768,soundcast
Non-Working Adult Age 65+,Shop,Transit,21,27,2.884814815,24.82806254,14.3899144,soundcast
Non-Working Adult Age 65+,Shop,Walk,0,5,1.824800906,36.49601812,28.96801812,soundcast
Non-Working Adult Age 65+,Shop,Walk,1,5,0.556545075,11.1309015,5.6969015,soundcast
Non-Working Adult Age 65+,Shop,Walk,2,2,0.513907165,10.27814331,6.463143308,soundcast
Non-Working Adult Age 65+,Shop,Walk,3,116,2.141110143,42.82220287,34.1888408,soundcast
Non-Working Adult Age 65+,Shop,Walk,4,127,2.272908914,45.45817827,37.17172158,soundcast
Non-Working Adult Age 65+,Shop,Walk,5,214,2.811310823,56.22621647,46.44953422,soundcast
Non-Working Adult Age 65+,Shop,Walk,6,728,2.217738327,44.35476653,35.62641488,soundcast
Non-Working Adult Age 65+,Shop,Walk,7,1574,1.725146144,34.50292289,26.79825326,soundcast
Non-Working Adult Age 65+,Shop,Walk,8,2623,1.491792824,29.83585647,22.50189917,soundcast
Non-Working Adult Age 65+,Shop,Walk,9,3639,1.328668843,26.57337686,19.49810618,soundcast
Non-Working Adult Age 65+,Shop,Walk,10,3817,1.253864073,25.07728145,18.08735219,soundcast
Non-Working Adult Age 65+,Shop,Walk,11,3503,1.211604494,24.23208988,17.31142759,soundcast
Non-Working Adult Age 65+,Shop,Walk,12,3318,1.271325486,25.42650972,18.43870984,soundcast
Non-Working Adult Age 65+,Shop,Walk,13,3478,1.189901418,23.79802837,16.89886218,soundcast
Non-Working Adult Age 65+,Shop,Walk,14,3054,1.264147461,25.28294921,18.22638405,soundcast
Non-Working Adult Age 65+,Shop,Walk,15,3117,1.251801824,25.03603647,18.01235986,soundcast
Non-Working Adult Age 65+,Shop,Walk,16,2713,1.216831876,24.33663752,17.3888196,soundcast
Non-Working Adult Age 65+,Shop,Walk,17,2056,1.230252057,24.60504114,17.61247791,soundcast
Non-Working Adult Age 65+,Shop,Walk,18,1651,1.116780748,22.33561496,15.46599655,soundcast
Non-Working Adult Age 65+,Shop,Walk,19,1125,1.150416858,23.00833716,16.03443494,soundcast
Non-Working Adult Age 65+,Shop,Walk,20,672,1.042036475,20.84072951,14.34328903,soundcast
Non-Working Adult Age 65+,Shop,Walk,21,205,1.036948593,20.73897185,14.28526454,soundcast
Non-Working Adult Age 65+,Shop,Walk,22,88,1.062248954,21.24497907,14.75486544,soundcast
Non-Working Adult Age 65+,Shop,Walk,23,53,1.108165615,22.16331229,15.52350097,soundcast
Non-Working Adult Age 65+,Social,Bike,3,17,6.09377221,40.57583137,27.07112549,soundcast
Non-Working Adult Age 65+,Social,Bike,4,14,3.355305929,22.32944753,13.38159039,soundcast
Non-Working Adult Age 65+,Social,Bike,5,29,8.292043929,55.28029286,39.64270665,soundcast
Non-Working Adult Age 65+,Social,Bike,6,68,5.814565607,38.68784974,26.86667327,soundcast
Non-Working Adult Age 65+,Social,Bike,7,128,4.945614394,32.89420407,22.0027197,soundcast
Non-Working Adult Age 65+,Social,Bike,8,184,4.238365918,28.11029765,17.77714548,soundcast
Non-Working Adult Age 65+,Social,Bike,9,241,3.596999969,23.79229756,13.92989092,soundcast
Non-Working Adult Age 65+,Social,Bike,10,233,3.256397924,21.65641871,12.53950884,soundcast
Non-Working Adult Age 65+,Social,Bike,11,200,3.801072682,25.19401422,15.07661422,soundcast
Non-Working Adult Age 65+,Social,Bike,12,204,3.748592609,24.86143092,15.13515641,soundcast
Non-Working Adult Age 65+,Social,Bike,13,181,4.06575454,27.01837853,17.31506361,soundcast
Non-Working Adult Age 65+,Social,Bike,14,156,3.603350398,23.90324281,14.52946076,soundcast
Non-Working Adult Age 65+,Social,Bike,15,155,3.388028608,22.43586195,12.71889421,soundcast
Non-Working Adult Age 65+,Social,Bike,16,179,3.691338318,24.55852711,14.29796845,soundcast
Non-Working Adult Age 65+,Social,Bike,17,130,3.378298014,22.43654873,13.11839488,soundcast
Non-Working Adult Age 65+,Social,Bike,18,118,2.920798165,19.42938376,10.52226512,soundcast
Non-Working Adult Age 65+,Social,Bike,19,60,3.471665747,23.06546525,12.54496525,soundcast
Non-Working Adult Age 65+,Social,Bike,20,33,3.454287156,22.92191208,10.79676056,soundcast
Non-Working Adult Age 65+,Social,Bike,21,25,2.667193116,17.7164137,8.723213703,soundcast
Non-Working Adult Age 65+,Social,Bike,22,6,1.540502194,10.27001463,3.92501463,soundcast
Non-Working Adult Age 65+,Social,Bike,23,2,3.065363811,20.43575874,12.43575874,soundcast
Non-Working Adult Age 65+,Social,HOV2,0,18,11.03754964,20.1553838,0.028717133,soundcast
Non-Working Adult Age 65+,Social,HOV2,1,6,6.88661553,15.17154332,-0.041790014,soundcast
Non-Working Adult Age 65+,Social,HOV2,2,2,1.796966288,12.20188484,6.501884843,soundcast
Non-Working Adult Age 65+,Social,HOV2,3,271,11.35831154,19.98936251,-0.047722363,soundcast
Non-Working Adult Age 65+,Social,HOV2,4,185,9.355064068,17.47475665,-0.048756861,soundcast
Non-Working Adult Age 65+,Social,HOV2,5,356,14.18273588,25.61677953,1.970037961,soundcast
Non-Working Adult Age 65+,Social,HOV2,6,1122,11.66568192,23.51514655,2.904959385,soundcast
Non-Working Adult Age 65+,Social,HOV2,7,2192,10.80426433,21.79405172,2.420397525,soundcast
Non-Working Adult Age 65+,Social,HOV2,8,3574,9.666650521,19.72180361,1.72420708,soundcast
Non-Working Adult Age 65+,Social,HOV2,9,4550,8.850866624,18.01288525,1.074546793,soundcast
Non-Working Adult Age 65+,Social,HOV2,10,4431,8.183179859,16.89717662,0.819988628,soundcast
Non-Working Adult Age 65+,Social,HOV2,11,3877,8.341048941,17.11349983,0.895338878,soundcast
Non-Working Adult Age 65+,Social,HOV2,12,3735,8.617692968,17.55675951,0.8963579,soundcast
Non-Working Adult Age 65+,Social,HOV2,13,3630,8.234156566,17.14987396,1.00586845,soundcast
Non-Working Adult Age 65+,Social,HOV2,14,3275,8.119700258,17.83486016,1.904105963,soundcast
Non-Working Adult Age 65+,Social,HOV2,15,2874,8.556767815,20.15406968,3.565638923,soundcast
Non-Working Adult Age 65+,Social,HOV2,16,2968,7.48505588,18.77399273,3.602338422,soundcast
Non-Working Adult Age 65+,Social,HOV2,17,2443,8.018341216,18.57463216,2.609147105,soundcast
Non-Working Adult Age 65+,Social,HOV2,18,2052,6.437647248,15.56545851,1.540970202,soundcast
Non-Working Adult Age 65+,Social,HOV2,19,1184,7.432849709,16.24885693,0.944693075,soundcast
Non-Working Adult Age 65+,Social,HOV2,20,805,8.686071927,16.61538301,0.039221519,soundcast
Non-Working Adult Age 65+,Social,HOV2,21,452,6.486662855,13.97478429,0.02847898,soundcast
Non-Working Adult Age 65+,Social,HOV2,22,120,7.386908967,14.80424646,-0.142670205,soundcast
Non-Working Adult Age 65+,Social,HOV2,23,52,4.850541023,11.6523549,0.119470284,soundcast
Non-Working Adult Age 65+,Social,HOV3+,0,5,7.479532247,14.64838599,-0.103614007,soundcast
Non-Working Adult Age 65+,Social,HOV3+,1,5,3.815182247,12.15321067,0.793210671,soundcast
Non-Working Adult Age 65+,Social,HOV3+,2,2,2.480569444,8.185387257,-0.134612743,soundcast
Non-Working Adult Age 65+,Social,HOV3+,3,94,10.81657624,19.950827,0.124231255,soundcast
Non-Working Adult Age 65+,Social,HOV3+,4,59,9.332000494,17.62710291,0.225407992,soundcast
Non-Working Adult Age 65+,Social,HOV3+,5,115,16.22754996,28.54283654,2.659184363,soundcast
Non-Working Adult Age 65+,Social,HOV3+,6,358,11.95242288,23.82750831,3.103150764,soundcast
Non-Working Adult Age 65+,Social,HOV3+,7,751,11.0949215,22.20389892,2.476482144,soundcast
Non-Working Adult Age 65+,Social,HOV3+,8,1130,9.004582083,18.79839793,1.702052793,soundcast
Non-Working Adult Age 65+,Social,HOV3+,9,1383,8.278335203,17.22118189,1.001384345,soundcast
Non-Working Adult Age 65+,Social,HOV3+,10,1356,7.753679118,16.33576224,0.773092627,soundcast
Non-Working Adult Age 65+,Social,HOV3+,11,1181,8.296359352,17.14639909,0.878939314,soundcast
Non-Working Adult Age 65+,Social,HOV3+,12,1112,8.373935569,17.21920204,0.780793768,soundcast
Non-Working Adult Age 65+,Social,HOV3+,13,1158,8.234626038,17.09837132,1.005383412,soundcast
Non-Working Adult Age 65+,Social,HOV3+,14,980,8.557297073,18.51893918,1.985020814,soundcast
Non-Working Adult Age 65+,Social,HOV3+,15,845,8.674727843,20.21410499,3.561548775,soundcast
Non-Working Adult Age 65+,Social,HOV3+,16,885,7.562641592,19.17436643,3.740151738,soundcast
Non-Working Adult Age 65+,Social,HOV3+,17,772,7.624036312,17.90146668,2.543655796,soundcast
Non-Working Adult Age 65+,Social,HOV3+,18,593,6.311938,15.40804573,1.611098007,soundcast
Non-Working Adult Age 65+,Social,HOV3+,19,408,7.73248966,16.48293705,0.984995872,soundcast
Non-Working Adult Age 65+,Social,HOV3+,20,242,7.846862199,15.64883369,-0.103521684,soundcast
Non-Working Adult Age 65+,Social,HOV3+,21,139,5.564514264,12.82426121,-0.079335917,soundcast
Non-Working Adult Age 65+,Social,HOV3+,22,32,6.29681658,12.92390997,-0.415465026,soundcast
Non-Working Adult Age 65+,Social,HOV3+,23,19,8.218285008,16.72041486,-0.158006192,soundcast
Non-Working Adult Age 65+,Social,SOV,0,22,4.498530424,11.53967412,-0.196234972,soundcast
Non-Working Adult Age 65+,Social,SOV,1,13,6.09118278,14.77603616,0.589882313,soundcast
Non-Working Adult Age 65+,Social,SOV,2,1,4.11,10.47,0,soundcast
Non-Working Adult Age 65+,Social,SOV,3,432,9.174200746,17.66635732,-0.097948233,soundcast
Non-Working Adult Age 65+,Social,SOV,4,255,6.238023025,14.13690903,0.095928639,soundcast
Non-Working Adult Age 65+,Social,SOV,5,493,11.72115795,23.41753579,2.441247756,soundcast
Non-Working Adult Age 65+,Social,SOV,6,1605,8.475504304,19.15371295,2.437395192,soundcast
Non-Working Adult Age 65+,Social,SOV,7,3313,7.874047757,17.9516553,2.069219438,soundcast
Non-Working Adult Age 65+,Social,SOV,8,5440,6.8706876,16.04693662,1.493175589,soundcast
Non-Working Adult Age 65+,Social,SOV,9,7310,6.153665028,14.44972933,0.844915379,soundcast
Non-Working Adult Age 65+,Social,SOV,10,6980,6.193184449,14.30505848,0.666193155,soundcast
Non-Working Adult Age 65+,Social,SOV,11,6194,6.133412555,14.1984945,0.601298823,soundcast
Non-Working Adult Age 65+,Social,SOV,12,5690,6.620319031,14.94029154,0.690776598,soundcast
Non-Working Adult Age 65+,Social,SOV,13,5911,6.433048865,14.82377076,0.796902212,soundcast
Non-Working Adult Age 65+,Social,SOV,14,5075,6.122933057,14.88561629,1.308782793,soundcast
Non-Working Adult Age 65+,Social,SOV,15,4658,6.166689052,16.08698211,2.516273651,soundcast
Non-Working Adult Age 65+,Social,SOV,16,4719,5.677326627,15.64484414,2.603676517,soundcast
Non-Working Adult Age 65+,Social,SOV,17,3912,5.996427621,15.33436621,1.897055372,soundcast
Non-Working Adult Age 65+,Social,SOV,18,3256,5.36507218,13.96629293,1.348418238,soundcast
Non-Working Adult Age 65+,Social,SOV,19,1990,5.807788906,13.741074,0.599867968,soundcast
Non-Working Adult Age 65+,Social,SOV,20,1335,6.559795424,14.16124269,0.060186515,soundcast
Non-Working Adult Age 65+,Social,SOV,21,727,4.864837825,12.08937346,-0.00468431,soundcast
Non-Working Adult Age 65+,Social,SOV,22,200,4.24534252,11.11573365,-0.175416347,soundcast
Non-Working Adult Age 65+,Social,SOV,23,86,4.524212459,11.3458736,-0.202149652,soundcast
Non-Working Adult Age 65+,Social,Transit,3,2,22.49,140.1942101,105.6392101,soundcast
Non-Working Adult Age 65+,Social,Transit,4,4,20.415,94.17003703,64.22253703,soundcast
Non-Working Adult Age 65+,Social,Transit,5,65,11.49907692,57.27469423,36.54084807,soundcast
Non-Working Adult Age 65+,Social,Transit,6,98,9.599081633,50.73330801,32.81524679,soundcast
Non-Working Adult Age 65+,Social,Transit,7,211,8.270900474,46.06581808,29.58965694,soundcast
Non-Working Adult Age 65+,Social,Transit,8,277,5.899494585,36.99251766,23.26435882,soundcast
Non-Working Adult Age 65+,Social,Transit,9,276,5.405108696,34.91729445,21.63624372,soundcast
Non-Working Adult Age 65+,Social,Transit,10,227,5.587136564,36.89651833,23.36744344,soundcast
Non-Working Adult Age 65+,Social,Transit,11,228,6.228991228,37.48261272,23.03629693,soundcast
Non-Working Adult Age 65+,Social,Transit,12,214,5.621635514,34.36728918,21.07761628,soundcast
Non-Working Adult Age 65+,Social,Transit,13,210,5.284190476,34.18417949,20.84060807,soundcast
Non-Working Adult Age 65+,Social,Transit,14,178,4.756853933,32.44369325,19.78504156,soundcast
Non-Working Adult Age 65+,Social,Transit,15,196,5.46,34.26712119,20.63967221,soundcast
Non-Working Adult Age 65+,Social,Transit,16,222,5.175315315,34.11807054,21.20307054,soundcast
Non-Working Adult Age 65+,Social,Transit,17,183,5.089781421,34.00418737,21.26571742,soundcast
Non-Working Adult Age 65+,Social,Transit,18,113,5.627168142,35.9994072,22.13161958,soundcast
Non-Working Adult Age 65+,Social,Transit,19,63,3.662063492,30.78234637,19.35917177,soundcast
Non-Working Adult Age 65+,Social,Transit,20,38,2.584210526,26.56060236,16.3734971,soundcast
Non-Working Adult Age 65+,Social,Transit,21,10,5.172,32.68249771,19.66049771,soundcast
Non-Working Adult Age 65+,Social,Walk,0,14,1.507897828,30.15795657,23.30367086,soundcast
Non-Working Adult Age 65+,Social,Walk,1,8,1.240316835,24.8063367,17.6025867,soundcast
Non-Working Adult Age 65+,Social,Walk,2,6,1.022924701,20.45849402,12.66849402,soundcast
Non-Working Adult Age 65+,Social,Walk,3,480,1.969628964,39.39257928,31.21297511,soundcast
Non-Working Adult Age 65+,Social,Walk,4,283,2.329655719,46.59311438,37.81180696,soundcast
Non-Working Adult Age 65+,Social,Walk,5,668,2.232344035,44.6468807,36.00836274,soundcast
Non-Working Adult Age 65+,Social,Walk,6,1741,1.870152826,37.40305652,29.41359644,soundcast
Non-Working Adult Age 65+,Social,Walk,7,3299,1.675541057,33.51082115,25.87513154,soundcast
Non-Working Adult Age 65+,Social,Walk,8,4888,1.536537326,30.73074652,23.35511845,soundcast
Non-Working Adult Age 65+,Social,Walk,9,6017,1.381379119,27.62758238,20.50243364,soundcast
Non-Working Adult Age 65+,Social,Walk,10,5298,1.35120271,27.0240542,19.99445812,soundcast
Non-Working Adult Age 65+,Social,Walk,11,4750,1.404263151,28.08526302,20.93718933,soundcast
Non-Working Adult Age 65+,Social,Walk,12,4642,1.444965506,28.89931012,21.6621645,soundcast
Non-Working Adult Age 65+,Social,Walk,13,4619,1.377033707,27.54067415,20.4478835,soundcast
Non-Working Adult Age 65+,Social,Walk,14,4056,1.388622158,27.77244315,20.70117836,soundcast
Non-Working Adult Age 65+,Social,Walk,15,3919,1.447563941,28.95127881,21.67136557,soundcast
Non-Working Adult Age 65+,Social,Walk,16,3960,1.364962635,27.2992527,20.20571735,soundcast
Non-Working Adult Age 65+,Social,Walk,17,3527,1.381068561,27.62137121,20.466177,soundcast
Non-Working Adult Age 65+,Social,Walk,18,2613,1.273815308,25.47630615,18.49609184,soundcast
Non-Working Adult Age 65+,Social,Walk,19,1541,1.356511143,27.13022286,19.98511578,soundcast
Non-Working Adult Age 65+,Social,Walk,20,1096,1.259520913,25.19041825,18.28041825,soundcast
Non-Working Adult Age 65+,Social,Walk,21,500,1.13256721,22.65134421,15.98312421,soundcast
Non-Working Adult Age 65+,Social,Walk,22,149,1.263169771,25.26339542,18.50158334,soundcast
Non-Working Adult Age 65+,Social,Walk,23,50,1.130565763,22.61131525,15.84951525,soundcast
Non-Working Adult Age <65,Escort,Bike,0,2,4.453708333,29.58375,21.11375,soundcast
Non-Working Adult Age <65,Escort,Bike,1,1,0.724431818,4.346590909,-3.613409091,soundcast
Non-Working Adult Age <65,Escort,Bike,2,1,0.445730303,2.971535354,-2.698464646,soundcast
Non-Working Adult Age <65,Escort,Bike,3,35,12.99254411,86.30525079,67.48839365,soundcast
Non-Working Adult Age <65,Escort,Bike,4,33,14.87974063,99.18476461,77.8456737,soundcast
Non-Working Adult Age <65,Escort,Bike,5,63,17.66138919,117.5967974,92.03854338,soundcast
Non-Working Adult Age <65,Escort,Bike,6,110,15.46727856,103.0202283,80.61959194,soundcast
Non-Working Adult Age <65,Escort,Bike,7,176,12.90498774,85.7750388,65.82100471,soundcast
Non-Working Adult Age <65,Escort,Bike,8,211,9.727579069,64.75971856,48.1873489,soundcast
Non-Working Adult Age <65,Escort,Bike,9,328,8.314394442,55.26108443,40.17483443,soundcast
Non-Working Adult Age <65,Escort,Bike,10,339,6.916681651,45.95264563,32.81659843,soundcast
Non-Working Adult Age <65,Escort,Bike,11,295,7.604546976,50.61527636,36.66680179,soundcast
