pptyp,dpurp,mode,deptm_hr,trexpfac,travdist,travtime,delay,source
Full-Time Worker,None/Home,Walk,23,8924,1.474602938,29.49205877,21.82120265,soundcast
Full-Time Worker,Personal Business,Bike,0,6,1.611481281,10.74320854,1.77320854,soundcast
Full-Time Worker,Personal Business,Bike,1,5,1.931847127,12.87898084,5.132980843,soundcast
Full-Time Worker,Personal Business,Bike,2,3,1.510314232,10.06876155,0.122094882,soundcast
Full-Time Worker,Personal Business,Bike,3,70,5.967031219,39.74655733,28.55027162,soundcast
Full-Time Worker,Personal Business,Bike,4,64,3.957489977,26.2839432,16.92128695,soundcast
Full-Time Worker,Personal Business,Bike,5,96,3.885177901,25.76353081,16.25321831,soundcast
Full-Time Worker,Personal Business,Bike,6,180,4.025205785,26.77366286,17.10771842,soundcast
Full-Time Worker,Personal Business,Bike,7,226,2.907687332,19.27705506,9.989267449,soundcast
Full-Time Worker,Personal Business,Bike,8,243,2.66291447,17.71843788,9.059014014,soundcast
Full-Time Worker,Personal Business,Bike,9,189,2.70511803,17.9831602,9.127551736,soundcast
Full-Time Worker,Personal Business,Bike,10,227,3.616934899,23.99756815,13.80580604,soundcast
Full-Time Worker,Personal Business,Bike,11,222,3.532275003,23.50460954,13.45042035,soundcast
Full-Time Worker,Personal Business,Bike,12,211,3.972381646,26.45087094,15.99982828,soundcast
Full-Time Worker,Personal Business,Bike,13,270,3.643425015,24.25033484,13.77796447,soundcast
Full-Time Worker,Personal Business,Bike,14,275,3.872468691,25.75183719,15.2049281,soundcast
Full-Time Worker,Personal Business,Bike,15,378,4.295831257,28.56866601,17.3999094,soundcast
Full-Time Worker,Personal Business,Bike,16,579,4.230117342,28.13408094,17.15010858,soundcast
Full-Time Worker,Personal Business,Bike,17,493,3.950458145,26.24037835,15.3056319,soundcast
Full-Time Worker,Personal Business,Bike,18,328,3.178017735,21.13672293,11.46336927,soundcast
Full-Time Worker,Personal Business,Bike,19,197,3.323864613,22.05281121,12.55128836,soundcast
Full-Time Worker,Personal Business,Bike,20,160,2.700758413,17.9639355,8.721560504,soundcast
Full-Time Worker,Personal Business,Bike,21,74,2.338171587,15.33600707,6.838034098,soundcast
Full-Time Worker,Personal Business,Bike,22,33,2.222248863,14.78407338,5.848315804,soundcast
Full-Time Worker,Personal Business,Bike,23,26,3.296654225,21.97589316,8.835123934,soundcast
Full-Time Worker,Personal Business,HOV2,0,57,5.556784556,13.14385116,0.012973965,soundcast
Full-Time Worker,Personal Business,HOV2,1,39,6.626075913,14.09909542,-0.526802015,soundcast
Full-Time Worker,Personal Business,HOV2,2,19,3.759520428,10.11908554,-0.019861833,soundcast
Full-Time Worker,Personal Business,HOV2,3,641,5.7005247,13.49382943,-0.007715034,soundcast
Full-Time Worker,Personal Business,HOV2,4,503,4.517486776,11.73623584,0.036295484,soundcast
Full-Time Worker,Personal Business,HOV2,5,753,6.361221424,14.96880527,1.114582166,soundcast
Full-Time Worker,Personal Business,HOV2,6,1796,5.65443881,14.98563188,1.847948136,soundcast
Full-Time Worker,Personal Business,HOV2,7,2587,5.484886079,14.55073144,1.654944819,soundcast
Full-Time Worker,Personal Business,HOV2,8,3174,5.566331089,13.99513711,1.111901442,soundcast
Full-Time Worker,Personal Business,HOV2,9,3394,5.681848201,13.7663227,0.702088762,soundcast
Full-Time Worker,Personal Business,HOV2,10,3530,5.699772011,13.66168472,0.458514748,soundcast
Full-Time Worker,Personal Business,HOV2,11,3224,5.771025082,13.70335239,0.419003758,soundcast
Full-Time Worker,Personal Business,HOV2,12,3050,6.151707481,14.2648993,0.575092744,soundcast
Full-Time Worker,Personal Business,HOV2,13,3468,5.93068622,13.86403509,0.465574886,soundcast
Full-Time Worker,Personal Business,HOV2,14,3306,6.269206207,14.52949848,0.697977004,soundcast
Full-Time Worker,Personal Business,HOV2,15,4055,6.598314338,15.88485011,1.573979583,soundcast
Full-Time Worker,Personal Business,HOV2,16,5226,6.375762629,16.47760913,2.387528758,soundcast
Full-Time Worker,Personal Business,HOV2,17,5316,6.34853483,16.26276649,2.093802984,soundcast
Full-Time Worker,Personal Business,HOV2,18,5085,6.165732713,15.01188277,1.13891522,soundcast
Full-Time Worker,Personal Business,HOV2,19,3404,6.253151351,14.78563684,0.824397118,soundcast
Full-Time Worker,Personal Business,HOV2,20,2849,6.31616387,14.0055313,-0.066711593,soundcast
Full-Time Worker,Personal Business,HOV2,21,1489,5.840504811,13.31560078,-0.095151399,soundcast
Full-Time Worker,Personal Business,HOV2,22,597,6.286781726,13.75078833,-0.153952039,soundcast
Full-Time Worker,Personal Business,HOV2,23,285,5.439587816,12.52801625,-0.287457437,soundcast
Full-Time Worker,Personal Business,HOV3+,0,31,8.079864879,16.06309178,0.072769199,soundcast
Full-Time Worker,Personal Business,HOV3+,1,14,4.90122868,12.48353307,-0.105752642,soundcast
Full-Time Worker,Personal Business,HOV3+,2,11,5.157545259,11.92454045,-0.578186822,soundcast
Full-Time Worker,Personal Business,HOV3+,3,354,5.937183595,13.32057564,-0.251147526,soundcast
Full-Time Worker,Personal Business,HOV3+,4,240,5.176226243,12.43957219,-0.158844479,soundcast
Full-Time Worker,Personal Business,HOV3+,5,398,6.539212743,15.28102733,1.112811245,soundcast
Full-Time Worker,Personal Business,HOV3+,6,925,5.82446883,15.24840141,1.890001413,soundcast
Full-Time Worker,Personal Business,HOV3+,7,1309,6.013248752,15.5146053,1.925353966,soundcast
Full-Time Worker,Personal Business,HOV3+,8,1673,5.366386382,13.78893248,1.056206835,soundcast
Full-Time Worker,Personal Business,HOV3+,9,1914,5.780953338,13.87794856,0.656297564,soundcast
Full-Time Worker,Personal Business,HOV3+,10,1854,5.961998425,13.96474365,0.462661661,soundcast
Full-Time Worker,Personal Business,HOV3+,11,1589,6.422075527,14.63134803,0.594456907,soundcast
Full-Time Worker,Personal Business,HOV3+,12,1624,6.096825225,14.22183272,0.583372131,soundcast
Full-Time Worker,Personal Business,HOV3+,13,1777,6.70340449,14.77296146,0.458296289,soundcast
Full-Time Worker,Personal Business,HOV3+,14,1802,6.74384596,15.25229231,0.822081436,soundcast
Full-Time Worker,Personal Business,HOV3+,15,2066,6.867221528,16.25488824,1.611606536,soundcast
Full-Time Worker,Personal Business,HOV3+,16,2609,6.90868694,17.16655836,2.423967332,soundcast
Full-Time Worker,Personal Business,HOV3+,17,2677,6.834524224,16.81533494,2.170090268,soundcast
Full-Time Worker,Personal Business,HOV3+,18,2754,6.298962289,15.24098266,1.21483524,soundcast
Full-Time Worker,Personal Business,HOV3+,19,1852,6.437028275,14.90493073,0.701804377,soundcast
Full-Time Worker,Personal Business,HOV3+,20,1454,6.899524664,14.67082371,-0.126445891,soundcast
Full-Time Worker,Personal Business,HOV3+,21,854,6.22305134,13.90543198,-0.033701507,soundcast
Full-Time Worker,Personal Business,HOV3+,22,290,6.015235286,13.33484138,-0.161227587,soundcast
Full-Time Worker,Personal Business,HOV3+,23,148,5.186810503,12.19449073,-0.057401165,soundcast
Full-Time Worker,Personal Business,SOV,0,205,5.433005022,12.59442155,-0.072505283,soundcast
Full-Time Worker,Personal Business,SOV,1,157,5.840724598,12.99500836,0.073861859,soundcast
Full-Time Worker,Personal Business,SOV,2,53,5.203314604,12.69134147,0.019077323,soundcast
Full-Time Worker,Personal Business,SOV,3,2076,5.49245318,13.00132944,-0.13555399,soundcast
Full-Time Worker,Personal Business,SOV,4,1957,4.849847001,11.98314845,0.018411608,soundcast
Full-Time Worker,Personal Business,SOV,5,3139,5.818724833,14.53070593,1.085596024,soundcast
Full-Time Worker,Personal Business,SOV,6,7152,4.747521372,13.48526603,1.554590691,soundcast
Full-Time Worker,Personal Business,SOV,7,9200,4.553342818,13.17952458,1.484965885,soundcast
Full-Time Worker,Personal Business,SOV,8,10462,4.467442008,12.48395935,0.954331168,soundcast
Full-Time Worker,Personal Business,SOV,9,9385,4.87913383,12.66129567,0.578765033,soundcast
Full-Time Worker,Personal Business,SOV,10,10321,5.346952572,13.15225918,0.448826371,soundcast
Full-Time Worker,Personal Business,SOV,11,9517,5.434773878,13.2708347,0.4842654,soundcast
Full-Time Worker,Personal Business,SOV,12,9416,5.697159415,13.76871395,0.559313991,soundcast
Full-Time Worker,Personal Business,SOV,13,10803,6.034891929,14.18068224,0.606979562,soundcast
Full-Time Worker,Personal Business,SOV,14,10528,6.267342277,14.71858559,0.852395433,soundcast
Full-Time Worker,Personal Business,SOV,15,14433,6.809938187,16.54139227,1.926601163,soundcast
Full-Time Worker,Personal Business,SOV,16,20522,6.58236038,17.48562357,3.135836027,soundcast
Full-Time Worker,Personal Business,SOV,17,19456,6.336724099,17.0671201,3.012654644,soundcast
Full-Time Worker,Personal Business,SOV,18,15268,5.882146621,14.79403695,1.326324082,soundcast
Full-Time Worker,Personal Business,SOV,19,8976,5.43791193,13.83980069,0.873120658,soundcast
Full-Time Worker,Personal Business,SOV,20,6918,5.615340018,13.11051171,-0.027413993,soundcast
Full-Time Worker,Personal Business,SOV,21,3868,5.363562808,12.76894394,-0.082527102,soundcast
Full-Time Worker,Personal Business,SOV,22,1542,5.734339288,13.074567,-0.104803942,soundcast
Full-Time Worker,Personal Business,SOV,23,914,5.880805068,13.11580161,-0.180008014,soundcast
Full-Time Worker,Personal Business,School Bus,1,1,3.16,9.7,0,soundcast
Full-Time Worker,Personal Business,School Bus,7,1,0.336726136,4.785055622,-3.184944378,soundcast
Full-Time Worker,Personal Business,School Bus,12,2,11.085,27.075,1.3,soundcast
Full-Time Worker,Personal Business,School Bus,13,2,2.021965404,12.76835706,-0.141642941,soundcast
Full-Time Worker,Personal Business,School Bus,14,1,3.08,16.63,0.28,soundcast
Full-Time Worker,Personal Business,School Bus,15,1,0.246156061,9.121449579,2.451449579,soundcast
Full-Time Worker,Personal Business,School Bus,16,1,1.342229293,6.747099035,1.117099035,soundcast
Full-Time Worker,Personal Business,School Bus,17,2,15.43217683,42.0767817,16.0367817,soundcast
Full-Time Worker,Personal Business,Transit,3,8,20.05,101.517654,70.17765396,soundcast
Full-Time Worker,Personal Business,Transit,4,142,7.773591549,41.0464925,24.0071263,soundcast
Full-Time Worker,Personal Business,Transit,5,366,6.706338798,35.47603582,20.08051669,soundcast
Full-Time Worker,Personal Business,Transit,6,501,5.889461078,32.31925401,17.7955614,soundcast
Full-Time Worker,Personal Business,Transit,7,601,5.036988353,29.88123963,16.29240436,soundcast
Full-Time Worker,Personal Business,Transit,8,536,5.15011194,30.90124221,17.19799594,soundcast
Full-Time Worker,Personal Business,Transit,9,473,5.055496829,29.67382947,15.89478085,soundcast
Full-Time Worker,Personal Business,Transit,10,493,4.528782961,27.47424967,14.21729227,soundcast
Full-Time Worker,Personal Business,Transit,11,431,4.993178654,31.01110571,17.19514283,soundcast
Full-Time Worker,Personal Business,Transit,12,434,4.714331797,28.25937419,14.79476589,soundcast
Full-Time Worker,Personal Business,Transit,13,516,5.018294574,28.60000839,14.70526033,soundcast
Full-Time Worker,Personal Business,Transit,14,472,4.870127119,28.73839214,14.9070362,soundcast
Full-Time Worker,Personal Business,Transit,15,749,5.43552737,28.72556999,14.46314008,soundcast
Full-Time Worker,Personal Business,Transit,16,1201,5.482139883,28.42885045,14.01620266,soundcast
Full-Time Worker,Personal Business,Transit,17,1077,5.258022284,29.10061788,14.88949439,soundcast
Full-Time Worker,Personal Business,Transit,18,746,4.709061662,29.11692461,15.62268869,soundcast
Full-Time Worker,Personal Business,Transit,19,459,4.111590414,27.72770407,14.97787836,soundcast
Full-Time Worker,Personal Business,Transit,20,251,3.954501992,25.53980305,12.94095842,soundcast
Full-Time Worker,Personal Business,Transit,21,89,3.416853933,23.63956344,11.48843984,soundcast
Full-Time Worker,Personal Business,Walk,0,46,1.323570047,26.47140095,18.9427053,soundcast
Full-Time Worker,Personal Business,Walk,1,28,0.780907309,15.61814617,8.677074743,soundcast
Full-Time Worker,Personal Business,Walk,2,7,0.300999849,6.019996984,0.251425556,soundcast
Full-Time Worker,Personal Business,Walk,3,485,1.627780769,32.55561538,24.6141927,soundcast
Full-Time Worker,Personal Business,Walk,4,378,1.36341898,27.26837959,19.75306213,soundcast
Full-Time Worker,Personal Business,Walk,5,645,1.617333947,32.34667894,24.36467894,soundcast
Full-Time Worker,Personal Business,Walk,6,1316,1.259162763,25.18325527,17.92955466,soundcast
Full-Time Worker,Personal Business,Walk,7,1770,1.204930647,24.09861294,16.82729091,soundcast
Full-Time Worker,Personal Business,Walk,8,2214,1.102315297,22.04630595,14.80458508,soundcast
Full-Time Worker,Personal Business,Walk,9,2346,1.051999697,21.03999394,13.82871517,soundcast
Full-Time Worker,Personal Business,Walk,10,2746,0.980470488,19.60940975,12.36578994,soundcast
Full-Time Worker,Personal Business,Walk,11,2717,1.049927085,20.99854171,13.64281112,soundcast
Full-Time Worker,Personal Business,Walk,12,2614,1.018340351,20.36680703,12.95415974,soundcast
Full-Time Worker,Personal Business,Walk,13,2508,1.027418235,20.54836471,13.24728815,soundcast
Full-Time Worker,Personal Business,Walk,14,2338,1.072230996,21.44461992,14.02222044,soundcast
Full-Time Worker,Personal Business,Walk,15,2960,1.077373202,21.54746404,14.0830012,soundcast
Full-Time Worker,Personal Business,Walk,16,4112,1.010744713,20.21489426,12.84628531,soundcast
Full-Time Worker,Personal Business,Walk,17,3784,1.067650728,21.35301455,13.9640135,soundcast
Full-Time Worker,Personal Business,Walk,18,3069,1.035914766,20.71829532,13.55639242,soundcast
Full-Time Worker,Personal Business,Walk,19,2073,1.103740694,22.07481389,14.96114288,soundcast
Full-Time Worker,Personal Business,Walk,20,1475,1.060439022,21.20878044,14.13421095,soundcast
Full-Time Worker,Personal Business,Walk,21,826,0.977422554,19.54845109,12.72504915,soundcast
Full-Time Worker,Personal Business,Walk,22,356,1.036871647,20.73743293,13.78299473,soundcast
Full-Time Worker,Personal Business,Walk,23,190,1.013799429,20.27598857,13.21956752,soundcast
Full-Time Worker,School,Bike,3,2,0.905481417,6.036542778,-0.368457222,soundcast
Full-Time Worker,School,Bike,4,11,7.696679023,51.28831699,37.67377154,soundcast
Full-Time Worker,School,Bike,5,17,11.79536399,78.63575992,58.10164227,soundcast
Full-Time Worker,School,Bike,6,67,9.469961503,63.13049301,42.00944824,soundcast
Full-Time Worker,School,Bike,7,90,6.777766836,45.18511224,26.3557789,soundcast
Full-Time Worker,School,Bike,8,129,6.220201278,41.38451466,23.19428211,soundcast
Full-Time Worker,School,Bike,9,97,6.183004891,41.20648345,23.62596799,soundcast
Full-Time Worker,School,Bike,10,88,5.95729627,39.63128212,22.95866848,soundcast
Full-Time Worker,School,Bike,11,83,6.71745227,44.78235188,26.85078561,soundcast
Full-Time Worker,School,Bike,12,79,6.067521233,40.20952654,23.40003287,soundcast
Full-Time Worker,School,Bike,13,68,5.449986555,36.33268666,19.41886313,soundcast
Full-Time Worker,School,Bike,14,66,5.673993148,37.81165504,21.67377625,soundcast
Full-Time Worker,School,Bike,15,66,5.085117157,33.81853051,16.86656082,soundcast
Full-Time Worker,School,Bike,16,93,6.847507417,45.64964215,28.16050236,soundcast
Full-Time Worker,School,Bike,17,113,5.516951886,36.71416458,20.55389909,soundcast
Full-Time Worker,School,Bike,18,87,4.749074652,31.59888297,15.41945768,soundcast
Full-Time Worker,School,Bike,19,50,5.097334915,33.98223277,19.13843277,soundcast
Full-Time Worker,School,Bike,20,38,4.244228427,28.28901487,12.31296224,soundcast
Full-Time Worker,School,Bike,21,26,3.749609336,24.99739557,9.245472496,soundcast
Full-Time Worker,School,Bike,22,1,4.062,27.08,6.51,soundcast
Full-Time Worker,School,HOV2,3,10,2.969709205,9.809601157,-0.757398843,soundcast
Full-Time Worker,School,HOV2,4,9,5.236099565,13.39110505,-0.008894953,soundcast
Full-Time Worker,School,HOV2,5,23,11.88305838,25.65977991,3.991084262,soundcast
Full-Time Worker,School,HOV2,6,150,13.88747283,32.63945522,7.488121891,soundcast
Full-Time Worker,School,HOV2,7,366,13.53513137,30.73946546,6.226323382,soundcast
Full-Time Worker,School,HOV2,8,458,11.50780848,26.24282435,3.82780252,soundcast
Full-Time Worker,School,HOV2,9,378,11.29284361,24.15813458,2.033504951,soundcast
Full-Time Worker,School,HOV2,10,357,10.16692524,22.47754969,1.35093905,soundcast
Full-Time Worker,School,HOV2,11,343,10.94253464,23.2704404,1.554143023,soundcast
Full-Time Worker,School,HOV2,12,322,10.25958032,22.44016733,1.256130063,soundcast
Full-Time Worker,School,HOV2,13,258,10.56404603,22.72058817,1.253727702,soundcast
Full-Time Worker,School,HOV2,14,261,9.864564484,21.90958662,1.481464016,soundcast
Full-Time Worker,School,HOV2,15,251,10.19107952,23.56904077,2.837327621,soundcast
Full-Time Worker,School,HOV2,16,304,10.44276599,24.66140841,3.940388674,soundcast
Full-Time Worker,School,HOV2,17,334,12.31055886,26.93348965,3.205495642,soundcast
Full-Time Worker,School,HOV2,18,386,10.91131091,24.20932559,2.025232325,soundcast
Full-Time Worker,School,HOV2,19,159,13.46195512,26.59188634,0.966603323,soundcast
Full-Time Worker,School,HOV2,20,170,12.75325189,24.01600771,-0.011933469,soundcast
Full-Time Worker,School,HOV2,21,113,8.896057612,19.65520372,-0.105061771,soundcast
Full-Time Worker,School,HOV2,22,3,4.619820076,15.03360701,0.650273679,soundcast
Full-Time Worker,School,HOV2,23,2,12.435,21.915,-0.01,soundcast
Full-Time Worker,School,HOV3+,3,5,6.147926288,12.30769664,-0.662303361,soundcast
Full-Time Worker,School,HOV3+,4,7,7.157591558,17.72691278,0.242627061,soundcast
Full-Time Worker,School,HOV3+,5,16,11.16531143,26.16050838,5.658633375,soundcast
Full-Time Worker,School,HOV3+,6,118,15.45080828,37.61422629,10.11422629,soundcast
Full-Time Worker,School,HOV3+,7,290,15.78513674,35.66736651,7.544573405,soundcast
Full-Time Worker,School,HOV3+,8,404,12.28868993,27.49604419,4.012628346,soundcast
Full-Time Worker,School,HOV3+,9,330,12.27002841,25.89779222,2.322761915,soundcast
Full-Time Worker,School,HOV3+,10,309,12.60805746,25.17021757,1.540832461,soundcast
Full-Time Worker,School,HOV3+,11,267,12.70150763,25.76609877,1.601679294,soundcast
Full-Time Worker,School,HOV3+,12,232,11.77423348,25.01772449,1.697250352,soundcast
Full-Time Worker,School,HOV3+,13,211,13.06151291,26.03225541,1.807753039,soundcast
Full-Time Worker,School,HOV3+,14,224,11.43857074,24.43730166,1.842703447,soundcast
Full-Time Worker,School,HOV3+,15,175,12.1955779,26.81013986,3.593168435,soundcast
Full-Time Worker,School,HOV3+,16,227,12.39551998,28.1828569,4.752592578,soundcast
Full-Time Worker,School,HOV3+,17,330,11.99747286,26.01286288,2.807923485,soundcast
Full-Time Worker,School,HOV3+,18,307,11.91406802,25.81622765,2.268735795,soundcast
Full-Time Worker,School,HOV3+,19,167,14.89616434,28.40757979,1.02494506,soundcast
Full-Time Worker,School,HOV3+,20,206,14.60296108,26.83970497,-0.031654249,soundcast
Full-Time Worker,School,HOV3+,21,115,9.679968256,20.58059249,-0.100711856,soundcast
Full-Time Worker,School,HOV3+,22,2,14.3386303,29.45024157,-0.159758433,soundcast
Full-Time Worker,School,HOV3+,23,3,13.80797121,21.71549638,-0.671170285,soundcast
Full-Time Worker,School,SOV,0,3,9.89,16.48333333,-0.003333333,soundcast
Full-Time Worker,School,SOV,1,1,7.26,15.65,-0.01,soundcast
Full-Time Worker,School,SOV,2,2,5.202288131,13.90789343,-0.187106566,soundcast
Full-Time Worker,School,SOV,3,86,6.083628898,13.76092861,-0.370001622,soundcast
Full-Time Worker,School,SOV,4,115,4.340537291,11.24219895,-0.0024967,soundcast
Full-Time Worker,School,SOV,5,221,9.171691058,21.53433474,3.882389035,soundcast
Full-Time Worker,School,SOV,6,668,11.58203828,28.1008009,6.4159506,soundcast
Full-Time Worker,School,SOV,7,1574,11.16397194,26.69235829,5.234067307,soundcast
Full-Time Worker,School,SOV,8,1978,9.968648801,23.14848348,3.18075851,soundcast
Full-Time Worker,School,SOV,9,1703,9.510122933,20.98630855,1.707841138,soundcast
Full-Time Worker,School,SOV,10,1514,9.920608117,21.01506578,1.16905521,soundcast
Full-Time Worker,School,SOV,11,1425,9.66623077,20.75715065,1.200048892,soundcast
Full-Time Worker,School,SOV,12,1298,9.609172612,20.75442033,1.247055155,soundcast
Full-Time Worker,School,SOV,13,1227,9.701211084,20.78516114,1.18564199,soundcast
Full-Time Worker,School,SOV,14,1175,9.986761538,21.57156158,1.605187108,soundcast
Full-Time Worker,School,SOV,15,1170,9.597235419,22.04271336,2.803773193,soundcast
Full-Time Worker,School,SOV,16,1457,9.624436824,23.47201949,4.158649547,soundcast
Full-Time Worker,School,SOV,17,1863,10.18946975,23.66109493,3.346908138,soundcast
Full-Time Worker,School,SOV,18,1733,9.363716854,21.37253092,1.80769537,soundcast
Full-Time Worker,School,SOV,19,852,11.33757523,23.02865758,0.862519082,soundcast
Full-Time Worker,School,SOV,20,838,11.85630258,22.90796701,-0.012701247,soundcast
Full-Time Worker,School,SOV,21,579,9.449606758,19.63917504,-0.064020124,soundcast
Full-Time Worker,School,SOV,22,20,8.152528302,17.15709083,-0.27490917,soundcast
Full-Time Worker,School,SOV,23,17,8.804042551,19.10366797,0.0724915,soundcast
Full-Time Worker,School,School Bus,6,4,19.305,48.2875,15.0775,soundcast
Full-Time Worker,School,School Bus,7,18,18.41559527,39.73794165,7.83349721,soundcast
Full-Time Worker,School,School Bus,8,13,12.82428328,29.24376112,5.353761119,soundcast
Full-Time Worker,School,School Bus,9,10,8.953241199,22.89076098,2.462760982,soundcast
Full-Time Worker,School,School Bus,10,15,20.31946937,35.62337104,2.816704378,soundcast
Full-Time Worker,School,School Bus,11,9,8.486189675,20.98044974,1.116005291,soundcast
Full-Time Worker,School,School Bus,12,8,7.268406613,20.75031059,0.97906059,soundcast
Full-Time Worker,School,School Bus,13,5,12.97881134,29.13673521,0.790735213,soundcast
Full-Time Worker,School,School Bus,14,11,7.862091988,19.52979713,1.247978947,soundcast
Full-Time Worker,School,School Bus,15,4,15.8325,36.8425,8.415,soundcast
Full-Time Worker,School,School Bus,16,6,13.445,31.505,5.178333333,soundcast
Full-Time Worker,School,School Bus,17,11,14.26796247,30.01817542,3.452720879,soundcast
Full-Time Worker,School,School Bus,18,8,4.554482008,16.77942092,0.696920922,soundcast
Full-Time Worker,School,School Bus,19,2,21.59589306,33.179439,0.044439004,soundcast
Full-Time Worker,School,School Bus,20,6,14.49,26.65,-0.011666667,soundcast
Full-Time Worker,School,School Bus,21,10,7.700740833,18.67945704,-0.063542963,soundcast
Full-Time Worker,School,Transit,4,15,16.246,75.42459186,48.11659186,soundcast
Full-Time Worker,School,Transit,5,79,15.01455696,70.99924039,43.3998733,soundcast
Full-Time Worker,School,Transit,6,339,12.86938053,61.73538972,37.09736612,soundcast
Full-Time Worker,School,Transit,7,743,11.09374159,53.69350282,30.78276258,soundcast
Full-Time Worker,School,Transit,8,787,9.366048285,47.77968547,26.80889767,soundcast
Full-Time Worker,School,Transit,9,557,8.988078995,46.13114402,25.37353181,soundcast
Full-Time Worker,School,Transit,10,481,9.289147609,48.61854044,27.66359242,soundcast
Full-Time Worker,School,Transit,11,489,9.470715746,48.3249828,27.11144496,soundcast
Full-Time Worker,School,Transit,12,440,8.390522727,44.1689447,24.12724015,soundcast
Full-Time Worker,School,Transit,13,373,8.366085791,43.09727198,23.22319691,soundcast
Full-Time Worker,School,Transit,14,359,7.902506964,41.74724599,22.04050505,soundcast
Full-Time Worker,School,Transit,15,398,9.15459799,43.96816098,23.15057304,soundcast
Full-Time Worker,School,Transit,16,476,9.400861345,46.62318976,25.61589984,soundcast
Full-Time Worker,School,Transit,17,678,8.257182891,44.51542356,24.42155926,soundcast
Full-Time Worker,School,Transit,18,529,7.076408318,39.95584409,21.15930345,soundcast
Full-Time Worker,School,Transit,19,335,8.875820896,48.21330879,27.53426402,soundcast
Full-Time Worker,School,Transit,20,335,8.681462687,45.45076368,24.46813682,soundcast
Full-Time Worker,School,Transit,21,117,5.165641026,30.18630917,13.50468524,soundcast
Full-Time Worker,School,Walk,1,2,2.674775176,53.49550352,39.29050352,soundcast
Full-Time Worker,School,Walk,3,32,2.042995812,40.85991624,32.29741624,soundcast
Full-Time Worker,School,Walk,4,29,2.092975341,41.85950681,32.24019647,soundcast
Full-Time Worker,School,Walk,5,78,3.748392774,74.96785549,62.15054779,soundcast
Full-Time Worker,School,Walk,6,223,2.809795771,56.19591541,43.91322483,soundcast
Full-Time Worker,School,Walk,7,403,2.612579686,52.25159373,40.00273517,soundcast
Full-Time Worker,School,Walk,8,479,1.971348846,39.42697691,28.3448266,soundcast
Full-Time Worker,School,Walk,9,433,1.968700241,39.37400482,28.48966301,soundcast
Full-Time Worker,School,Walk,10,406,1.900262982,38.00525965,27.01119561,soundcast
Full-Time Worker,School,Walk,11,353,1.840044631,36.80089262,25.99536854,soundcast
Full-Time Worker,School,Walk,12,368,1.800745182,36.01490363,25.21740363,soundcast
Full-Time Worker,School,Walk,13,334,1.763352836,35.26705673,24.25783517,soundcast
Full-Time Worker,School,Walk,14,302,1.743838894,34.87677787,24.12681099,soundcast
Full-Time Worker,School,Walk,15,321,1.696408547,33.92817094,23.5777971,soundcast
Full-Time Worker,School,Walk,16,380,1.781169996,35.62339993,24.98624203,soundcast
Full-Time Worker,School,Walk,17,464,1.752073514,35.04147028,24.22088838,soundcast
Full-Time Worker,School,Walk,18,333,1.537707243,30.75414486,20.30423495,soundcast
Full-Time Worker,School,Walk,19,204,2.276025911,45.52051822,33.44752802,soundcast
Full-Time Worker,School,Walk,20,173,1.704119066,34.08238132,23.25168768,soundcast
Full-Time Worker,School,Walk,21,84,1.080629756,21.61259513,11.68199989,soundcast
Full-Time Worker,School,Walk,22,3,1.192873569,23.85747138,11.41747138,soundcast
Full-Time Worker,School,Walk,23,6,1.430585276,28.61170551,19.74170551,soundcast
Full-Time Worker,Shop,Bike,0,8,2.160786669,14.39834736,7.360847364,soundcast
Full-Time Worker,Shop,Bike,1,2,2.798891477,18.65927652,7.834276515,soundcast
Full-Time Worker,Shop,Bike,2,5,1.703410633,11.35607089,1.526070889,soundcast
Full-Time Worker,Shop,Bike,3,39,4.982921973,33.20784099,21.87348202,soundcast
Full-Time Worker,Shop,Bike,4,34,7.137850571,47.56552044,35.44757927,soundcast
Full-Time Worker,Shop,Bike,5,77,4.763146413,31.72966525,21.07356136,soundcast
Full-Time Worker,Shop,Bike,6,149,3.066648725,20.3840679,11.35339676,soundcast
Full-Time Worker,Shop,Bike,7,198,3.337088996,22.19711841,12.51964366,soundcast
Full-Time Worker,Shop,Bike,8,225,3.227350639,21.426011,12.385611,soundcast
Full-Time Worker,Shop,Bike,9,215,3.52328198,23.35449673,13.80863627,soundcast
Full-Time Worker,Shop,Bike,10,270,3.311408198,21.96486592,12.30616221,soundcast
Full-Time Worker,Shop,Bike,11,279,3.598879964,23.94456687,13.99901132,soundcast
Full-Time Worker,Shop,Bike,12,291,3.868901428,25.68738053,15.00600596,soundcast
Full-Time Worker,Shop,Bike,13,366,3.842965882,25.49413779,14.75413779,soundcast
Full-Time Worker,Shop,Bike,14,393,3.685175925,24.47608512,14.08829886,soundcast
Full-Time Worker,Shop,Bike,15,525,4.437668543,29.50489298,18.0163787,soundcast
Full-Time Worker,Shop,Bike,16,852,4.291560027,28.56069894,17.06395012,soundcast
Full-Time Worker,Shop,Bike,17,863,4.123896579,27.4347989,16.50109091,soundcast
Full-Time Worker,Shop,Bike,18,569,3.54752105,23.61154902,13.3566984,soundcast
Full-Time Worker,Shop,Bike,19,402,3.124994184,20.79024529,11.00591693,soundcast
Full-Time Worker,Shop,Bike,20,233,2.871702115,19.07100084,9.900700406,soundcast
Full-Time Worker,Shop,Bike,21,111,2.752006946,18.28892223,9.295859168,soundcast
